Source,City,Distance,Average(ms),%of SOL f/0,min,max,mdev,Last Checked
Jacksoncounty,HongKong,12565.0km,95.86,65.79%,189.24ms,198.23ms,2.60ms,2022-03-31 15:18:56
Jacksoncounty,Singapore,15145.0km,106.605,71.10%,212.99ms,213.85ms,0.30ms,2022-03-31 15:42:59
Jacksoncounty,Taipei,11960.0km,96.625,61.97%,193.04ms,193.60ms,0.38ms,2022-03-31 15:44:53
Jacksoncounty,Osaka,10332.0km,74.74,69.34%,149.06ms,151.56ms,0.62ms,2022-03-31 15:33:23
Jacksoncounty,Tokyo,10007.0km,70.42,71.48%,140.69ms,141.08ms,0.37ms,2022-03-31 15:46:27
Jacksoncounty,LosAngeles,2180.0km,23.465,47.39%,45.20ms,50.27ms,1.40ms,2022-03-31 15:26:40
Jacksoncounty,thedalles,2541.0km,26.27,61.64%,38.97ms,39.64ms,0.27ms,2022-03-31 15:36:04
Jacksoncounty,Eemshaven,7315.0km,59.82,65.59%,110.91ms,115.99ms,0.93ms,2022-03-31 15:16:52
Jacksoncounty,Dublin,6528.0km,54.375,60.44%,108.50ms,109.27ms,0.47ms,2022-03-31 16:13:35
Jacksoncounty,Stghislain,7312.0km,60.970000000000006,61.85%,116.76ms,117.59ms,0.27ms,2022-03-31 15:38:54
Jacksoncounty,Paris,7293.0km,51.27,71.50%,102.07ms,105.67ms,0.74ms,2022-03-31 15:34:38
Jacksoncounty,Hamina,7816.0km,64.105,63.92%,120.46ms,121.24ms,0.36ms,2022-03-31 14:18:19
Jacksoncounty,Dallas,730.0km,12.81,29.20%,11.08ms,125.53ms,23.54ms,2022-03-31 16:11:46
Jacksoncounty,mayescounty,719.0km,8.025,68.43%,7.54ms,7.80ms,0.09ms,2022-03-31 15:32:59
Jacksoncounty,SanAntonio,1134.0km,9.28,63.00%,18.31ms,18.97ms,0.17ms,2022-03-31 15:39:43
Jacksoncounty,OklahomaCity,479.0km,3.825,68.43%,7.54ms,7.80ms,0.09ms,2022-03-31 15:32:59
Jacksoncounty,DesMoines,288.0km,4.615,32.00%,8.97ms,9.86ms,0.25ms,2022-03-31 16:12:32
Jacksoncounty,papillion,342.0km,9.535,43.67%,5.99ms,7.04ms,0.19ms,2022-03-31 15:25:52
Jacksoncounty,councilbluffs,362.0km,11.635,43.67%,5.99ms,7.04ms,0.19ms,2022-03-31 15:25:52
Jacksoncounty,Douglascounty,941.0km,16.64,73.58%,12.47ms,13.46ms,0.19ms,2022-03-31 16:10:32
Jacksoncounty,Lenoir,1409.0km,23.9,42.97%,30.38ms,31.18ms,0.27ms,2022-03-31 16:08:30
Jacksoncounty,Richmond,560.0km,17.25,23.74%,19.21ms,19.77ms,0.23ms,2022-03-31 15:30:21
Jacksoncounty,Berkeleycounty,1643.0km,37.155,24.91%,55.04ms,62.33ms,1.78ms,2022-03-31 15:41:22
Jacksoncounty,SCarolina,1467.0km,22.19,42.97%,30.38ms,31.18ms,0.27ms,2022-03-31 16:08:30
Jacksoncounty,NVirginia,1219.0km,14.545,23.74%,19.21ms,19.77ms,0.23ms,2022-03-31 15:30:21
Jacksoncounty,Montgomerycounty,1625.0km,29.61,36.79%,41.87ms,47.64ms,1.05ms,2022-03-31 16:01:47
Jacksoncounty,Columbus,997.0km,12.34,41.54%,22.03ms,60.61ms,7.68ms,2022-03-31 16:10:45
Jacksoncounty,Newalbany,1025.0km,21.48,41.54%,22.03ms,60.61ms,7.68ms,2022-03-31 16:10:45
Jacksoncounty,Atlanta,1087.0km,14.835,37.48%,29.27ms,34.56ms,0.96ms,2022-03-31 16:00:56
Jacksoncounty,Knoxville,999.0km,36.865,13.68%,36.24ms,242.41ms,60.57ms,2022-03-31 15:23:11
Jacksoncounty,Santiago,8367.0km,74.955,56.15%,149.68ms,150.22ms,0.55ms,2022-03-31 15:40:45
Jacksoncounty,ChanghuaCounty,12170.0km,105.675,61.97%,193.04ms,193.60ms,0.38ms,2022-03-31 15:44:53
OklahomaCity,HongKong,12777.0km,98.51,64.86%,195.11ms,220.48ms,4.62ms,2022-03-31 15:18:56
OklahomaCity,Singapore,15363.0km,108.285,71.12%,216.41ms,217.31ms,0.62ms,2022-03-31 15:42:59
OklahomaCity,Taipei,12134.0km,105.52,57.51%,210.88ms,211.50ms,0.57ms,2022-03-31 15:44:49
OklahomaCity,Osaka,10470.0km,79.67,65.85%,159.05ms,160.26ms,0.49ms,2022-03-31 15:33:23
OklahomaCity,Tokyo,10129.0km,74.715,67.98%,149.31ms,149.52ms,0.27ms,2022-03-31 15:46:27
OklahomaCity,LosAngeles,1895.0km,25.35,37.90%,48.61ms,55.39ms,1.80ms,2022-03-31 15:26:40
OklahomaCity,thedalles,2524.0km,33.045,45.90%,52.61ms,52.84ms,0.32ms,2022-03-31 15:36:04
OklahomaCity,Eemshaven,7792.0km,66.92999999999999,62.06%,125.41ms,125.62ms,0.14ms,2022-03-31 15:16:52
OklahomaCity,Dublin,7001.0km,57.825,60.88%,115.42ms,116.70ms,0.28ms,2022-03-31 16:13:35
OklahomaCity,Stghislain,7785.0km,60.685,66.46%,116.47ms,117.19ms,0.48ms,2022-03-31 15:38:54
OklahomaCity,Paris,7763.0km,54.785,71.22%,109.05ms,115.37ms,1.28ms,2022-03-31 15:34:38
OklahomaCity,Hamina,8293.0km,79.545,53.95%,151.47ms,151.91ms,0.29ms,2022-03-31 14:18:19
OklahomaCity,Dallas,307.0km,8.02,19.19%,7.90ms,86.01ms,17.39ms,2022-03-31 16:11:46
OklahomaCity,mayescounty,240.0km,4.2
OklahomaCity,SanAntonio,679.0km,7.605,45.27%,15.03ms,16.10ms,0.19ms,2022-03-31 15:39:43
OklahomaCity,Jacksoncounty,639.0km,12.645000000000001,68.43%,7.52ms,7.98ms,0.16ms,2022-03-31 15:22:11
OklahomaCity,DesMoines,759.0km,7.75,50.60%,15.37ms,16.23ms,0.20ms,2022-03-31 16:12:28
OklahomaCity,papillion,678.0km,17.48,27.18%,21.98ms,22.28ms,0.16ms,2022-03-31 15:25:52
OklahomaCity,councilbluffs,698.0km,19.58,27.18%,21.98ms,22.28ms,0.16ms,2022-03-31 15:25:52
OklahomaCity,Douglascounty,802.0km,20.665,37.20%,20.55ms,22.93ms,0.44ms,2022-03-31 16:10:32
OklahomaCity,Lenoir,1632.0km,24.35,48.77%,31.20ms,33.82ms,0.49ms,2022-03-31 16:08:30
OklahomaCity,Richmond,1039.0km,21.875,33.21%,28.49ms,29.47ms,0.22ms,2022-03-31 15:30:21
OklahomaCity,Berkeleycounty,1761.0km,36.18,27.91%,51.90ms,62.50ms,2.25ms,2022-03-31 15:41:22
OklahomaCity,SCarolina,1690.0km,22.64,48.77%,31.20ms,33.82ms,0.49ms,2022-03-31 16:08:30
OklahomaCity,NVirginia,1698.0km,19.17,33.21%,28.49ms,29.47ms,0.22ms,2022-03-31 15:30:21
OklahomaCity,Montgomerycounty,1971.0km,30.1,43.98%,43.26ms,44.06ms,0.31ms,2022-03-31 16:01:47
OklahomaCity,Columbus,1370.0km,14.585,47.24%,28.79ms,32.24ms,0.59ms,2022-03-31 16:10:45
OklahomaCity,Newalbany,1398.0km,23.725,47.24%,28.79ms,32.24ms,0.59ms,2022-03-31 16:10:45
OklahomaCity,Atlanta,1217.0km,13.165,46.81%,26.15ms,26.79ms,0.12ms,2022-03-31 16:00:58
OklahomaCity,Knoxville,1227.0km,34.32,18.04%,32.24ms,241.80ms,69.06ms,2022-03-31 15:23:11
OklahomaCity,Santiago,8087.0km,74.32,54.64%,148.50ms,148.79ms,0.37ms,2022-03-31 15:40:45
OklahomaCity,ChanghuaCounty,12344.0km,114.57,57.51%,210.88ms,211.50ms,0.57ms,2022-03-31 15:44:49
DesMoines,HongKong,12359.0km,87.975,70.62%,175.69ms,177.29ms,0.42ms,2022-03-31 15:18:58
DesMoines,Singapore,14931.0km,125.17,59.72%,250.22ms,250.53ms,0.49ms,2022-03-31 15:42:59
DesMoines,Taipei,11773.0km,126.785,46.53%,252.43ms,256.84ms,1.20ms,2022-03-31 15:44:53
DesMoines,Osaka,10167.0km,72.15,70.60%,143.94ms,146.96ms,0.71ms,2022-03-31 15:33:23
DesMoines,Tokyo,9851.0km,65.115,75.78%,130.05ms,130.60ms,0.42ms,2022-03-31 15:46:29
DesMoines,LosAngeles,2310.0km,30.585,37.87%,58.28ms,68.78ms,3.23ms,2022-03-31 15:26:41
DesMoines,thedalles,2505.0km,31.52,48.33%,49.56ms,49.83ms,0.24ms,2022-03-31 15:36:03
DesMoines,Eemshaven,7052.0km,59.96,63.23%,111.42ms,112.47ms,0.47ms,2022-03-31 15:16:54
DesMoines,Dublin,6275.0km,50.2,62.75%,99.94ms,101.35ms,0.47ms,2022-03-31 16:13:37
DesMoines,Stghislain,7058.0km,62.870000000000005,58.18%,120.77ms,121.41ms,0.44ms,2022-03-31 15:38:56
DesMoines,Paris,7043.0km,49.17,71.87%,97.92ms,100.31ms,0.76ms,2022-03-31 15:34:38
DesMoines,Hamina,7533.0km,66.2,59.57%,124.79ms,125.18ms,0.46ms,2022-03-31 14:18:21
DesMoines,Dallas,1019.0km,16.705,30.88%,24.23ms,131.47ms,22.68ms,2022-03-31 16:11:46
DesMoines,mayescounty,999.0km,11.915,50.60%,15.28ms,15.54ms,0.13ms,2022-03-31 15:32:59
DesMoines,SanAntonio,1422.0km,17.905,40.63%,35.73ms,36.00ms,0.15ms,2022-03-31 15:39:45
DesMoines,Jacksoncounty,448.0km,13.385000000000002,32.00%,8.97ms,9.62ms,0.17ms,2022-03-31 15:22:20
DesMoines,OklahomaCity,759.0km,7.715,50.60%,15.28ms,15.54ms,0.13ms,2022-03-31 15:32:59
DesMoines,papillion,350.0km,15.765,15.00%,18.59ms,18.90ms,0.11ms,2022-03-31 15:25:51
DesMoines,councilbluffs,370.0km,17.865000000000002,15.00%,18.59ms,18.90ms,0.11ms,2022-03-31 15:25:51
DesMoines,Douglascounty,1053.0km,20.915,47.38%,21.06ms,22.32ms,0.28ms,2022-03-31 16:10:34
DesMoines,Lenoir,1437.0km,33.135,26.88%,48.82ms,50.63ms,0.48ms,2022-03-31 16:08:31
DesMoines,Richmond,322.0km,16.1,12.53%,16.93ms,17.97ms,0.22ms,2022-03-31 15:30:21
DesMoines,Berkeleycounty,1731.0km,38.78,25.13%,59.12ms,64.76ms,1.57ms,2022-03-31 15:41:22
DesMoines,SCarolina,1495.0km,31.425,26.88%,48.82ms,50.63ms,0.48ms,2022-03-31 16:08:31
DesMoines,NVirginia,981.0km,13.395,12.53%,16.93ms,17.97ms,0.22ms,2022-03-31 15:30:21
DesMoines,Montgomerycounty,1539.0km,26.445,40.53%,35.34ms,43.82ms,1.69ms,2022-03-31 16:01:49
DesMoines,Columbus,912.0km,11.435,41.45%,22.10ms,26.37ms,1.18ms,2022-03-31 16:10:48
DesMoines,Newalbany,940.0km,20.575000000000003,41.45%,22.10ms,26.37ms,1.18ms,2022-03-31 16:10:48
DesMoines,Atlanta,1190.0km,12.765,47.60%,25.36ms,26.00ms,0.25ms,2022-03-31 16:01:00
DesMoines,Knoxville,1045.0km,44.025,11.88%,44.76ms,244.30ms,65.96ms,2022-03-31 15:23:13
DesMoines,Santiago,8602.0km,78.745,54.79%,157.40ms,157.64ms,0.28ms,2022-03-31 15:40:45
DesMoines,ChanghuaCounty,11983.0km,135.835,46.53%,252.43ms,256.84ms,1.20ms,2022-03-31 15:44:53
papillion,HongKong,12309.0km,84.495,73.27%,168.72ms,170.50ms,0.52ms,2022-03-31 15:18:56
papillion,Singapore,14892.0km,109.845,68.00%,219.47ms,219.89ms,0.48ms,2022-03-31 15:42:59
papillion,Taipei,11699.0km,130.72,44.82%,260.82ms,264.07ms,0.77ms,2022-03-31 15:44:51
papillion,Osaka,10069.0km,67.4,75.14%,134.44ms,136.87ms,0.59ms,2022-03-31 15:33:23
papillion,Tokyo,9744.0km,61.625,79.22%,123.08ms,123.54ms,0.19ms,2022-03-31 15:46:27
papillion,LosAngeles,2040.0km,22.29,46.36%,43.38ms,47.26ms,0.92ms,2022-03-31 15:26:40
papillion,thedalles,2298.0km,26.7,54.02%,39.78ms,40.33ms,0.28ms,2022-03-31 15:36:04
papillion,Eemshaven,7283.0km,56.07,70.38%,103.60ms,104.06ms,0.37ms,2022-03-31 15:16:52
papillion,Dublin,6516.0km,54.915,59.78%,109.46ms,111.63ms,0.54ms,2022-03-31 16:13:35
papillion,Stghislain,7298.0km,66.5,56.42%,127.91ms,129.98ms,0.39ms,2022-03-31 15:38:54
papillion,Paris,7287.0km,64.81,56.49%,128.53ms,149.07ms,3.68ms,2022-03-31 15:34:38
papillion,Hamina,7728.0km,64.235,62.66%,120.78ms,121.31ms,0.47ms,2022-03-31 14:18:19
papillion,Dallas,894.0km,12.045,37.25%,14.83ms,122.89ms,23.52ms,2022-03-31 16:11:46
papillion,mayescounty,838.0km,15.315000000000001,27.18%,22.10ms,23.10ms,0.25ms,2022-03-31 15:32:59
papillion,SanAntonio,1278.0km,10.945,60.86%,21.79ms,22.54ms,0.23ms,2022-03-31 15:39:43
papillion,Jacksoncounty,422.0km,11.96,43.67%,6.11ms,6.81ms,0.16ms,2022-03-31 15:22:10
papillion,OklahomaCity,598.0km,11.115,27.18%,22.10ms,23.10ms,0.25ms,2022-03-31 15:32:59
papillion,DesMoines,270.0km,9.4,15.00%,18.65ms,18.98ms,0.19ms,2022-03-31 16:12:26
papillion,councilbluffs,km,14.9
papillion,Douglascounty,783.0km,18.939999999999998,42.65%,16.67ms,31.26ms,2.60ms,2022-03-31 16:10:32
papillion,Lenoir,1638.0km,28.085,39.95%,38.67ms,40.62ms,0.50ms,2022-03-31 16:08:30
papillion,Richmond,592.0km,22.4,16.66%,29.51ms,30.23ms,0.22ms,2022-03-31 15:30:21
papillion,Berkeleycounty,1893.0km,38.635,27.79%,57.58ms,66.32ms,2.29ms,2022-03-31 15:41:22
papillion,SCarolina,1696.0km,26.375,39.95%,38.67ms,40.62ms,0.50ms,2022-03-31 16:08:30
papillion,NVirginia,1251.0km,19.695,16.66%,29.51ms,30.23ms,0.22ms,2022-03-31 15:30:21
papillion,Montgomerycounty,1793.0km,33.71,34.26%,50.23ms,53.30ms,0.62ms,2022-03-31 16:01:47
papillion,Columbus,1162.0km,25.225,23.24%,49.26ms,67.17ms,3.34ms,2022-03-31 16:10:45
papillion,Newalbany,1190.0km,34.365,23.24%,49.26ms,67.17ms,3.34ms,2022-03-31 16:10:45
papillion,Atlanta,1340.0km,17.12,39.41%,34.10ms,34.44ms,0.27ms,2022-03-31 16:00:56
papillion,Knoxville,1233.0km,37.105,16.66%,38.48ms,258.12ms,69.86ms,2022-03-31 15:23:11
papillion,Santiago,8610.0km,73.88,58.57%,147.59ms,148.22ms,0.36ms,2022-03-31 15:40:45
papillion,ChanghuaCounty,11909.0km,139.77,44.82%,260.82ms,264.07ms,0.77ms,2022-03-31 15:44:51
councilbluffs,HongKong,12309.0km,84.495,73.27%,168.72ms,170.50ms,0.52ms,2022-03-31 15:18:56
councilbluffs,Singapore,14892.0km,109.845,68.00%,219.47ms,219.89ms,0.48ms,2022-03-31 15:42:59
councilbluffs,Taipei,11699.0km,130.72,44.82%,260.82ms,264.07ms,0.77ms,2022-03-31 15:44:51
councilbluffs,Osaka,10069.0km,67.4,75.14%,134.44ms,136.87ms,0.59ms,2022-03-31 15:33:23
councilbluffs,Tokyo,9744.0km,61.625,79.22%,123.08ms,123.54ms,0.19ms,2022-03-31 15:46:27
councilbluffs,LosAngeles,2040.0km,22.29,46.36%,43.38ms,47.26ms,0.92ms,2022-03-31 15:26:40
councilbluffs,thedalles,2298.0km,26.7,54.02%,39.78ms,40.33ms,0.28ms,2022-03-31 15:36:04
councilbluffs,Eemshaven,7283.0km,56.07,70.38%,103.60ms,104.06ms,0.37ms,2022-03-31 15:16:52
councilbluffs,Dublin,6516.0km,54.915,59.78%,109.46ms,111.63ms,0.54ms,2022-03-31 16:13:35
councilbluffs,Stghislain,7298.0km,66.5,56.42%,127.91ms,129.98ms,0.39ms,2022-03-31 15:38:54
councilbluffs,Paris,7287.0km,64.81,56.49%,128.53ms,149.07ms,3.68ms,2022-03-31 15:34:38
councilbluffs,Hamina,7728.0km,64.235,62.66%,120.78ms,121.31ms,0.47ms,2022-03-31 14:18:19
councilbluffs,Dallas,894.0km,12.045,37.25%,14.83ms,122.89ms,23.52ms,2022-03-31 16:11:46
councilbluffs,mayescounty,838.0km,15.315000000000001,27.18%,22.10ms,23.10ms,0.25ms,2022-03-31 15:32:59
councilbluffs,SanAntonio,1278.0km,10.945,60.86%,21.79ms,22.54ms,0.23ms,2022-03-31 15:39:43
councilbluffs,Jacksoncounty,422.0km,11.96,43.67%,6.11ms,6.81ms,0.16ms,2022-03-31 15:22:10
councilbluffs,OklahomaCity,598.0km,11.115,27.18%,22.10ms,23.10ms,0.25ms,2022-03-31 15:32:59
councilbluffs,DesMoines,270.0km,9.4,15.00%,18.65ms,18.98ms,0.19ms,2022-03-31 16:12:26
councilbluffs,papillion,km,14.9
councilbluffs,Douglascounty,783.0km,18.939999999999998,42.65%,16.67ms,31.26ms,2.60ms,2022-03-31 16:10:32
councilbluffs,Lenoir,1638.0km,28.085,39.95%,38.67ms,40.62ms,0.50ms,2022-03-31 16:08:30
councilbluffs,Richmond,592.0km,22.4,16.66%,29.51ms,30.23ms,0.22ms,2022-03-31 15:30:21
councilbluffs,Berkeleycounty,1893.0km,38.635,27.79%,57.58ms,66.32ms,2.29ms,2022-03-31 15:41:22
councilbluffs,SCarolina,1696.0km,26.375,39.95%,38.67ms,40.62ms,0.50ms,2022-03-31 16:08:30
councilbluffs,NVirginia,1251.0km,19.695,16.66%,29.51ms,30.23ms,0.22ms,2022-03-31 15:30:21
councilbluffs,Montgomerycounty,1793.0km,33.71,34.26%,50.23ms,53.30ms,0.62ms,2022-03-31 16:01:47
councilbluffs,Columbus,1162.0km,25.225,23.24%,49.26ms,67.17ms,3.34ms,2022-03-31 16:10:45
councilbluffs,Newalbany,1190.0km,34.365,23.24%,49.26ms,67.17ms,3.34ms,2022-03-31 16:10:45
councilbluffs,Atlanta,1340.0km,17.12,39.41%,34.10ms,34.44ms,0.27ms,2022-03-31 16:00:56
councilbluffs,Knoxville,1233.0km,37.105,16.66%,38.48ms,258.12ms,69.86ms,2022-03-31 15:23:11
councilbluffs,Santiago,8610.0km,73.88,58.57%,147.59ms,148.22ms,0.36ms,2022-03-31 15:40:45
councilbluffs,ChanghuaCounty,11909.0km,139.77,44.82%,260.82ms,264.07ms,0.77ms,2022-03-31 15:44:51
Douglascounty,HongKong,12100.0km,80.52,75.16%,160.84ms,163.20ms,0.53ms,2022-03-31 15:18:54
Douglascounty,Singapore,14679.0km,99.12,74.14%,195.15ms,199.77ms,1.23ms,2022-03-31 15:42:59
Douglascounty,Taipei,11434.0km,93.135,61.47%,186.16ms,186.49ms,0.52ms,2022-03-31 15:44:49
Douglascounty,Osaka,9756.0km,61.16,79.97%,121.99ms,124.28ms,0.57ms,2022-03-31 15:33:23
Douglascounty,Tokyo,9408.0km,56.98,83.26%,113.81ms,114.16ms,0.23ms,2022-03-31 15:46:27
Douglascounty,LosAngeles,1315.0km,17.4,38.68%,32.48ms,41.80ms,2.31ms,2022-03-31 15:26:39
Douglascounty,thedalles,1781.0km,22.06,54.80%,30.56ms,31.06ms,0.20ms,2022-03-31 15:36:03
Douglascounty,Eemshaven,7882.0km,62.39,67.66%,116.29ms,116.67ms,0.47ms,2022-03-31 15:16:52
Douglascounty,Dublin,7146.0km,56.32,63.80%,112.39ms,114.16ms,0.52ms,2022-03-31 16:13:35
Douglascounty,Stghislain,7921.0km,77.14,52.65%,149.36ms,149.63ms,0.16ms,2022-03-31 15:38:54
Douglascounty,Paris,7922.0km,57.76,68.89%,115.12ms,118.17ms,0.62ms,2022-03-31 15:34:38
Douglascounty,Hamina,8223.0km,68.39,62.61%,129.07ms,129.84ms,0.41ms,2022-03-31 14:18:19
Douglascounty,Dallas,987.0km,12.515,39.48%,16.25ms,120.65ms,22.66ms,2022-03-31 16:11:46
Douglascounty,mayescounty,984.0km,14.57,37.20%,20.63ms,21.14ms,0.20ms,2022-03-31 15:32:59
Douglascounty,SanAntonio,1198.0km,13.245,46.08%,26.34ms,27.40ms,0.26ms,2022-03-31 15:39:43
Douglascounty,Jacksoncounty,1043.0km,15.16,73.58%,12.57ms,12.97ms,0.13ms,2022-03-31 15:22:10
Douglascounty,OklahomaCity,744.0km,10.37,37.20%,20.63ms,21.14ms,0.20ms,2022-03-31 15:32:59
Douglascounty,DesMoines,995.0km,10.62,47.38%,21.09ms,21.47ms,0.19ms,2022-03-31 16:12:23
Douglascounty,papillion,805.0km,14.780000000000001,45.31%,16.54ms,17.51ms,0.16ms,2022-03-31 15:25:51
Douglascounty,councilbluffs,825.0km,16.880000000000003,45.31%,16.54ms,17.51ms,0.16ms,2022-03-31 15:25:51
Douglascounty,Lenoir,2277.0km,28.555,55.31%,39.80ms,40.09ms,0.16ms,2022-03-31 16:08:29
Douglascounty,Richmond,1316.0km,22.975,40.23%,30.74ms,31.08ms,0.22ms,2022-03-31 15:30:21
Douglascounty,Berkeleycounty,2464.0km,38.74,37.15%,56.84ms,64.70ms,2.08ms,2022-03-31 15:41:22
Douglascounty,SCarolina,2335.0km,26.845,55.31%,39.80ms,40.09ms,0.16ms,2022-03-31 16:08:29
Douglascounty,NVirginia,1975.0km,20.27,40.23%,30.74ms,31.08ms,0.22ms,2022-03-31 15:30:21
Douglascounty,Montgomerycounty,2503.0km,34.165,47.51%,51.16ms,57.82ms,1.20ms,2022-03-31 16:01:45
Douglascounty,Columbus,1872.0km,17.745,53.49%,35.13ms,36.84ms,0.35ms,2022-03-31 16:10:45
Douglascounty,Newalbany,1900.0km,26.885,53.49%,35.13ms,36.84ms,0.35ms,2022-03-31 16:10:45
Douglascounty,Atlanta,1910.0km,21.2,45.48%,42.24ms,43.67ms,0.36ms,2022-03-31 16:00:56
Douglascounty,Knoxville,1865.0km,44.7,20.96%,51.35ms,264.59ms,69.43ms,2022-03-31 15:23:11
Douglascounty,Santiago,8702.0km,77.44,56.51%,154.78ms,155.91ms,0.52ms,2022-03-31 15:40:45
Douglascounty,ChanghuaCounty,11644.0km,102.185,61.47%,186.16ms,186.49ms,0.52ms,2022-03-31 15:44:49
Lenoir,HongKong,13429.0km,99.21,67.82%,198.11ms,200.19ms,0.49ms,2022-03-31 15:18:55
Lenoir,Singapore,15922.0km,118.415,67.47%,236.74ms,237.01ms,0.34ms,2022-03-31 15:42:59
Lenoir,Taipei,12916.0km,98.075,65.90%,195.93ms,197.68ms,0.45ms,2022-03-31 15:44:49
Lenoir,Osaka,11376.0km,77.17,73.87%,153.77ms,160.67ms,1.38ms,2022-03-31 15:33:23
Lenoir,Tokyo,11081.0km,77.28,71.95%,154.42ms,154.87ms,0.48ms,2022-03-31 15:46:27
Lenoir,LosAngeles,3404.0km,30.17,56.73%,57.34ms,68.29ms,2.93ms,2022-03-31 15:26:39
Lenoir,thedalles,3815.0km,38.205,58.38%,62.72ms,63.38ms,0.25ms,2022-03-31 15:36:03
Lenoir,Eemshaven,6824.0km,49.25,75.44%,89.96ms,91.54ms,0.42ms,2022-03-31 15:16:52
Lenoir,Dublin,5969.0km,42.66,70.22%,84.64ms,88.48ms,0.86ms,2022-03-31 16:13:35
Lenoir,Stghislain,6748.0km,77.53,44.48%,115.27ms,178.52ms,17.19ms,2022-03-31 15:38:54
Lenoir,Paris,6686.0km,46.23,72.67%,91.81ms,97.06ms,1.21ms,2022-03-31 15:34:38
Lenoir,Hamina,7588.0km,61.519999999999996,64.71%,115.41ms,116.79ms,0.43ms,2022-03-31 14:18:19
Lenoir,Dallas,1494.0km,17.85,42.69%,26.32ms,138.24ms,22.66ms,2022-03-31 16:11:46
Lenoir,mayescounty,1752.0km,19.86,48.77%,31.19ms,31.49ms,0.15ms,2022-03-31 15:32:59
Lenoir,SanAntonio,1776.0km,14.11,63.43%,28.13ms,28.31ms,0.20ms,2022-03-31 15:39:43
Lenoir,Jacksoncounty,1449.0km,24.08,42.97%,30.32ms,30.74ms,0.17ms,2022-03-31 15:22:10
Lenoir,OklahomaCity,1512.0km,15.66,48.77%,31.19ms,31.49ms,0.15ms,2022-03-31 15:32:59
Lenoir,DesMoines,1317.0km,24.49,27.44%,48.85ms,49.92ms,0.26ms,2022-03-31 16:12:30
Lenoir,papillion,1598.0km,25.775,39.95%,38.59ms,39.35ms,0.25ms,2022-03-31 15:25:51
Lenoir,councilbluffs,1618.0km,27.875,39.95%,38.59ms,39.35ms,0.25ms,2022-03-31 15:25:51
Lenoir,Douglascounty,2215.0km,30.25,55.31%,39.78ms,40.18ms,0.18ms,2022-03-31 16:10:32
Lenoir,Richmond,1296.0km,22.785,39.57%,30.32ms,31.07ms,0.27ms,2022-03-31 15:30:21
Lenoir,Berkeleycounty,548.0km,24.299999999999997,10.94%,28.66ms,37.04ms,2.28ms,2022-03-31 15:41:20
Lenoir,SCarolina,km,15.489999999999998
Lenoir,NVirginia,1955.0km,20.08,39.57%,30.32ms,31.07ms,0.27ms,2022-03-31 15:30:21
Lenoir,Montgomerycounty,665.0km,14.690000000000001,48.75%,12.23ms,13.80ms,0.35ms,2022-03-31 16:01:45
Lenoir,Columbus,559.0km,10.485,27.95%,19.88ms,42.66ms,4.04ms,2022-03-31 16:10:45
Lenoir,Newalbany,587.0km,19.625,27.95%,19.88ms,42.66ms,4.04ms,2022-03-31 16:10:45
Lenoir,Atlanta,364.0km,2.945,72.80%,5.73ms,6.11ms,0.15ms,2022-03-31 16:00:56
Lenoir,Knoxville,292.0km,23.5,6.21%,11.76ms,236.21ms,68.48ms,2022-03-31 15:23:11
Lenoir,Santiago,7653.0km,61.415,62.73%,122.72ms,122.95ms,0.39ms,2022-03-31 15:40:45
Lenoir,ChanghuaCounty,13126.0km,107.125,65.90%,195.93ms,197.68ms,0.45ms,2022-03-31 15:44:49
Richmond,HongKong,12384.0km,94.345,65.87%,186.35ms,194.26ms,2.71ms,2022-03-31 15:18:56
Richmond,Singapore,14943.0km,103.955,72.19%,207.61ms,208.62ms,0.61ms,2022-03-31 15:42:59
Richmond,Taipei,11818.0km,91.375,64.93%,182.50ms,184.17ms,0.49ms,2022-03-31 15:44:49
Richmond,Osaka,10233.0km,72.415,71.06%,144.50ms,149.42ms,0.96ms,2022-03-31 15:33:23
Richmond,Tokyo,9925.0km,69.53,71.40%,138.87ms,139.22ms,0.21ms,2022-03-31 15:46:27
Richmond,LosAngeles,2522.0km,26.895,47.58%,51.63ms,58.88ms,1.92ms,2022-03-31 15:26:40
Richmond,thedalles,2671.0km,35.79,43.69%,57.96ms,59.13ms,0.34ms,2022-03-31 15:36:04
Richmond,Eemshaven,6864.0km,57.455,64.43%,106.47ms,106.78ms,0.36ms,2022-03-31 15:16:52
Richmond,Dublin,6080.0km,49.315,62.04%,98.26ms,100.26ms,0.62ms,2022-03-31 16:13:35
Richmond,Stghislain,6863.0km,55.38,64.03%,105.80ms,106.43ms,0.37ms,2022-03-31 15:38:54
Richmond,Paris,6846.0km,51.295,67.12%,102.04ms,104.93ms,0.85ms,2022-03-31 15:34:38
Richmond,Hamina,7372.0km,65.855,58.27%,123.79ms,127.60ms,0.78ms,2022-03-31 14:18:19
Richmond,Dallas,1161.0km,17.66,33.17%,28.39ms,104.78ms,16.52ms,2022-03-31 16:11:46
Richmond,mayescounty,1170.0km,18.545,33.21%,28.54ms,29.03ms,0.24ms,2022-03-31 15:32:59
Richmond,SanAntonio,1568.0km,17.65,44.80%,35.10ms,36.81ms,0.39ms,2022-03-31 15:39:43
Richmond,Jacksoncounty,611.0km,18.525,23.74%,19.11ms,21.23ms,0.41ms,2022-03-31 15:22:11
