Source,City,Distance,Average(ms),%of SOL f/0,min,max,mdev,Last Checked
Frankfurt,Chennai,7588.0km,73.62,51.62%,147.12ms,147.72ms,0.52ms,2022-01-07 02:08:49
Frankfurt,Colombo,8108.0km,80.625,52.91%,140.10ms,140.96ms,0.40ms,2022-01-07 02:01:56
Frankfurt,Bangkok,8968.0km,94.32,47.70%,188.06ms,192.24ms,0.95ms,2022-01-07 02:02:09
Frankfurt,Ho-Chi-Minh,9646.0km,86.975,55.76%,167.09ms,278.27ms,25.05ms,2022-01-07 02:18:32
Frankfurt,Brunei,13254.0km,110.25,60.32%,170.38ms,170.66ms,0.51ms,2022-01-07 02:42:14
Frankfurt,Lagos,4873.0km,56.71,43.12%,113.24ms,113.85ms,0.39ms,2022-01-07 02:23:36
Frankfurt,Johannesburg,8701.0km,85.33,51.18%,170.54ms,171.31ms,0.17ms,2022-01-07 02:21:36
Frankfurt,Cape-Town,9402.0km,79.81,59.13%,159.32ms,162.01ms,0.71ms,2022-01-07 02:07:36
Frankfurt,Seoul,8551.0km,128.79,33.27%,256.60ms,258.56ms,0.75ms,2022-01-07 02:41:24
Frankfurt,Dubai,4862.0km,62.77,38.90%,125.34ms,126.25ms,0.24ms,2022-01-07 02:13:17
Frankfurt,Beijing,7819.0km,154.625,26.20%,282.66ms,297.07ms,6.00ms,2022-01-07 01:49:19
Frankfurt,Shanghai,8825.0km,124.08,35.58%,247.85ms,248.82ms,0.41ms,2022-01-07 02:41:37
Frankfurt,London,636.0km,7.52,42.40%,14.64ms,15.97ms,0.34ms,2022-01-07 02:25:48
Frankfurt,Wellington,18565.0km,146.16,63.58%,291.37ms,297.94ms,1.25ms,2022-01-07 01:48:30
Frankfurt,Mountain-View,9180.0km,79.14500000000001,62.71%,145.94ms,146.19ms,0.46ms,2022-01-07 02:39:36
Frankfurt,Mumbai,6565.0km,68.665,47.92%,137.17ms,138.26ms,0.48ms,2022-01-07 02:30:29
Frankfurt,Rangoon,9888.0km,101.91999999999999,47.70%,188.06ms,192.24ms,0.95ms,2022-01-07 02:02:09
Frankfurt,Hong-Kong,9161.0km,103.73,44.26%,207.25ms,208.84ms,0.65ms,2022-01-07 02:18:45
Frankfurt,Tokyo,9337.0km,107.84,43.43%,215.52ms,216.31ms,0.34ms,2022-01-07 02:45:40
Frankfurt,Osaka,9238.0km,125.17,36.95%,250.12ms,251.38ms,0.54ms,2022-01-07 02:32:55
Frankfurt,Warsaw,889.0km,12.13,37.04%,23.92ms,24.98ms,0.27ms,2022-01-07 01:48:06
Frankfurt,Macau,9249.0km,114.17,44.26%,207.25ms,208.84ms,0.65ms,2022-01-07 02:18:45
Frankfurt,Hanoi,8718.0km,99.86,43.81%,199.26ms,205.16ms,1.05ms,2022-01-07 02:17:57
Frankfurt,Manila,10278.0km,104.83,49.18%,209.07ms,222.86ms,2.54ms,2022-01-07 02:27:53
Frankfurt,Tapei,9377.0km,111.605,42.05%,223.03ms,223.61ms,0.62ms,2022-01-07 02:44:02
Frankfurt,Dallas,8257.0km,60.465,68.81%,120.29ms,132.02ms,2.10ms,2022-01-07 02:11:39
Frankfurt,Houston,8427.0km,58.38,72.65%,116.39ms,122.39ms,1.11ms,2022-01-07 02:19:09
Frankfurt,Kuala-Lumpur,10129.0km,105.535,52.68%,185.27ms,231.93ms,9.77ms,2022-01-07 02:27:15
Frankfurt,Singapore,10254.0km,85.25,60.32%,170.38ms,170.66ms,0.51ms,2022-01-07 02:42:14
Frankfurt,Jakarta,11108.0km,82.6,67.32%,164.95ms,166.45ms,0.50ms,2022-01-07 02:20:57
Frankfurt,Sydney,16487.0km,122.81,67.29%,245.47ms,246.34ms,0.33ms,2022-01-07 02:43:38
Frankfurt,San-Jose,9156.0km,73.025,62.71%,145.94ms,146.19ms,0.46ms,2022-01-07 02:39:36
Frankfurt,Los-Angeles,9304.0km,70.56,65.99%,140.89ms,141.38ms,0.34ms,2022-01-07 02:26:02
Frankfurt,Seattle,8181.0km,73.755,55.65%,147.38ms,148.35ms,0.56ms,2022-01-07 02:41:00
Frankfurt,Chicago,6969.0km,48.485,72.59%,96.83ms,97.56ms,0.41ms,2022-01-07 02:09:13
Paris,Washington-DC,6184.0km,42.645,72.75%,84.72ms,87.19ms,0.65ms,2022-01-07 01:48:19
Paris,Miami,7358.0km,54.94,67.50%,109.40ms,114.80ms,0.98ms,2022-01-07 02:28:53
Paris,Atlanta,7038.0km,48.975,72.56%,97.12ms,104.09ms,1.49ms,2022-01-07 02:00:56
Paris,New-York-City,5812.0km,37.66,77.49%,72.81ms,106.14ms,5.98ms,2022-01-07 02:31:41
Paris,Geneva,409.0km,6.42,34.08%,11.48ms,31.73ms,3.78ms,2022-01-07 02:15:42
Paris,Frankfurt,477.0km,5.25,47.70%,9.73ms,16.05ms,1.46ms,2022-01-07 02:14:53
Paris,Madrid,1055.0km,9.045,58.61%,17.77ms,19.90ms,0.50ms,2022-01-07 02:26:50
Paris,Dusseldorf,411.0km,6.955,31.62%,13.05ms,22.00ms,1.68ms,2022-01-07 02:13:41
Paris,Amsterdam,415.0km,6.365,34.58%,10.08ms,52.93ms,7.83ms,2022-01-07 02:00:22
Paris,Ar-Riyad,6271.0km,66.6049,45.85%,114.33ms,123.72ms,2.05ms,2022-01-07 02:13:17
Paris,Chennai,8038.0km,122.76,32.81%,244.87ms,252.76ms,1.58ms,2022-01-07 02:08:49
Paris,Colombo,8551.0km,79.67,56.89%,137.25ms,147.99ms,2.13ms,2022-01-07 02:01:57
Paris,Bangkok,9444.0km,88.99,53.36%,176.70ms,190.09ms,2.75ms,2022-01-07 02:02:09
Paris,Ho-Chi-Minh,10124.0km,104.155,48.67%,207.47ms,214.29ms,1.71ms,2022-01-07 02:18:33
Paris,Brunei,13725.0km,105.485,67.03%,160.37ms,169.57ms,1.80ms,2022-01-07 02:42:14
Paris,Lagos,4711.0km,50.73,46.64%,100.76ms,103.89ms,0.92ms,2022-01-07 02:23:36
Paris,Johannesburg,8732.0km,83.67,52.29%,165.04ms,199.58ms,6.71ms,2022-01-07 02:21:36
Paris,Cape-Town,9352.0km,76.055,61.53%,150.92ms,159.74ms,2.10ms,2022-01-07 02:07:36
Paris,Seoul,8967.0km,135.87,33.09%,270.76ms,280.37ms,1.99ms,2022-01-07 02:41:24
Paris,Dubai,5273.0km,57.615,45.85%,114.33ms,123.72ms,2.05ms,2022-01-07 02:13:17
Paris,Beijing,8256.0km,156.13,27.42%,265.26ms,299.44ms,6.84ms,2022-01-07 01:49:23
Paris,Shanghai,9268.0km,141.66,32.75%,255.22ms,312.90ms,25.17ms,2022-01-07 02:41:38
Paris,London,341.0km,4.32,42.62%,7.95ms,12.87ms,1.14ms,2022-01-07 02:25:49
Paris,Wellington,18989.0km,138.825,68.55%,276.34ms,287.00ms,2.35ms,2022-01-07 01:48:30
Paris,Mountain-View,8994.0km,76.48,64.07%,140.47ms,141.77ms,0.61ms,2022-01-07 02:39:36
Paris,Mumbai,7011.0km,100.2,35.05%,199.75ms,203.80ms,1.23ms,2022-01-07 02:30:29
Paris,Rangoon,10364.0km,96.58999999999999,53.36%,176.70ms,190.09ms,2.75ms,2022-01-07 02:02:09
Paris,Hong-Kong,9629.0km,146.5,32.86%,292.34ms,296.82ms,1.30ms,2022-01-07 02:18:45
Paris,Tokyo,9717.0km,115.425,42.25%,229.51ms,237.62ms,2.09ms,2022-01-07 02:45:41
Paris,Osaka,9634.0km,128.115,37.63%,255.25ms,267.64ms,2.28ms,2022-01-07 02:32:55
Paris,Warsaw,1366.0km,15.25,45.53%,29.27ms,37.25ms,1.92ms,2022-01-07 01:48:06
Paris,Macau,9717.0km,156.94,32.86%,292.34ms,296.82ms,1.30ms,2022-01-07 02:18:45
Paris,Hanoi,9194.0km,102.82,44.85%,204.64ms,209.29ms,1.25ms,2022-01-07 02:17:55
Paris,Manila,10746.0km,156.17,34.44%,312.01ms,313.96ms,0.70ms,2022-01-07 02:27:52
Paris,Tapei,9831.0km,116.805,42.19%,226.78ms,420.30ms,34.67ms,2022-01-07 02:44:02
Paris,Dallas,7935.0km,64.035,61.99%,127.39ms,133.43ms,1.32ms,2022-01-07 02:11:40
Paris,Houston,8086.0km,55.74,72.85%,110.75ms,115.46ms,1.09ms,2022-01-07 02:19:10
Paris,Kuala-Lumpur,10600.0km,89.35499999999999,66.84%,154.38ms,171.41ms,4.82ms,2022-01-07 02:27:14
Paris,Singapore,10725.0km,80.485,67.03%,160.37ms,169.57ms,1.80ms,2022-01-07 02:42:14
Paris,Jakarta,11575.0km,116.52,49.68%,231.74ms,241.81ms,2.17ms,2022-01-07 02:20:57
Paris,Sydney,16964.0km,119.62,70.98%,238.38ms,251.78ms,2.60ms,2022-01-07 02:43:38
Paris,San-Jose,8970.0km,70.36,64.07%,140.47ms,141.77ms,0.61ms,2022-01-07 02:39:36
Paris,Los-Angeles,9086.0km,79.655,57.14%,158.61ms,164.36ms,1.45ms,2022-01-07 02:26:02
Paris,Seattle,8041.0km,72.41,55.84%,143.95ms,148.92ms,1.48ms,2022-01-07 02:41:01
Paris,Chicago,6654.0km,46.205,72.33%,91.66ms,99.25ms,1.51ms,2022-01-07 02:09:13
Madrid,Washington-DC,6116.0km,46.125,66.48%,91.43ms,95.22ms,0.71ms,2022-01-07 01:48:19
Madrid,Miami,7095.0km,56.155,63.35%,112.19ms,112.47ms,0.45ms,2022-01-07 02:28:53
Madrid,Atlanta,6947.0km,51.475,68.11%,102.84ms,103.19ms,0.09ms,2022-01-07 02:00:56
Madrid,New-York-City,5743.0km,41.005,70.04%,81.94ms,82.36ms,0.27ms,2022-01-07 02:31:41
Madrid,Geneva,1020.0km,16.2,31.88%,31.11ms,65.32ms,6.11ms,2022-01-07 02:15:42
Madrid,Frankfurt,1447.0km,14.295,51.68%,28.52ms,28.78ms,0.08ms,2022-01-07 02:14:53
Madrid,Paris,1055.0km,9.28,58.61%,17.69ms,30.96ms,2.58ms,2022-01-07 02:33:55
Madrid,Dusseldorf,1449.0km,14.755,49.97%,29.14ms,30.31ms,0.27ms,2022-01-07 02:13:41
Madrid,Amsterdam,1469.0km,14.25,52.46%,28.44ms,28.77ms,0.20ms,2022-01-07 02:00:22
Madrid,Cairo,3348.0km,29.57,56.75%,58.41ms,61.75ms,0.80ms,2022-01-07 02:07:00
Madrid,Ar-Riyad,6674.0km,73.1149,44.34%,128.07ms,129.60ms,0.34ms,2022-01-07 02:13:17
Madrid,Chennai,8565.0km,88.525,48.39%,176.41ms,177.35ms,0.54ms,2022-01-07 02:08:49
Madrid,Colombo,9047.0km,76.04,63.72%,130.91ms,131.96ms,0.39ms,2022-01-07 02:01:57
Madrid,Bangkok,10182.0km,89.03,57.20%,177.73ms,179.55ms,0.57ms,2022-01-07 02:02:09
Madrid,Ho-Chi-Minh,10892.0km,103.465,52.87%,203.42ms,301.49ms,17.58ms,2022-01-07 02:18:33
Madrid,Brunei,14375.0km,163.94,41.06%,277.82ms,278.11ms,0.06ms,2022-01-07 02:42:14
Madrid,Lagos,3832.0km,55.03,34.84%,109.80ms,110.55ms,0.23ms,2022-01-07 02:23:36
Madrid,Johannesburg,8102.0km,93.13,43.56%,186.16ms,186.33ms,0.58ms,2022-01-07 02:21:36
Madrid,Cape-Town,8577.0km,82.19,52.30%,164.25ms,165.81ms,0.61ms,2022-01-07 02:07:36
Madrid,Seoul,9998.0km,141.605,35.33%,283.11ms,283.54ms,0.21ms,2022-01-07 02:41:24
Madrid,Dubai,5676.0km,64.125,44.34%,128.07ms,129.60ms,0.34ms,2022-01-07 02:13:17
Madrid,Beijing,9261.0km,136.225,35.70%,248.13ms,260.08ms,4.97ms,2022-01-07 01:49:19
Madrid,Shanghai,10262.0km,135.97,37.87%,271.89ms,272.04ms,0.62ms,2022-01-07 02:41:37
Madrid,London,1266.0km,11.24,57.55%,22.31ms,22.81ms,0.16ms,2022-01-07 02:25:48
Madrid,Wellington,19857.0km,145.745,68.24%,290.79ms,292.70ms,0.74ms,2022-01-07 01:48:30
Madrid,Mountain-View,9354.0km,81.44,62.20%,150.52ms,151.55ms,0.53ms,2022-01-07 02:39:36
Madrid,Mumbai,7532.0km,55.995,67.86%,111.92ms,112.06ms,0.15ms,2022-01-07 02:30:29
Madrid,Rangoon,11102.0km,96.63,57.20%,177.73ms,179.55ms,0.57ms,2022-01-07 02:02:09
Madrid,Hong-Kong,10541.0km,105.255,50.20%,210.34ms,211.94ms,0.49ms,2022-01-07 02:18:45
Madrid,Tokyo,10769.0km,108.645,49.63%,217.18ms,218.47ms,0.57ms,2022-01-07 02:45:41
Madrid,Osaka,10680.0km,124.095,43.06%,248.06ms,248.70ms,0.46ms,2022-01-07 02:32:55
Madrid,Warsaw,2290.0km,24.575,46.73%,48.86ms,50.04ms,0.31ms,2022-01-07 01:48:06
Madrid,Macau,10629.0km,115.695,50.20%,210.34ms,211.94ms,0.49ms,2022-01-07 02:18:45
Madrid,Hanoi,10038.0km,100.445,50.19%,200.58ms,202.38ms,0.57ms,2022-01-07 02:17:55
Madrid,Manila,11659.0km,174.895,33.41%,347.43ms,415.19ms,12.15ms,2022-01-07 02:27:52
Madrid,Tapei,10800.0km,130.53,41.38%,260.94ms,261.21ms,0.55ms,2022-01-07 02:44:02
Madrid,Dallas,7960.0km,63.085,63.17%,126.14ms,126.27ms,0.49ms,2022-01-07 02:11:40
Madrid,Houston,8052.0km,59.29,68.24%,118.38ms,119.09ms,0.33ms,2022-01-07 02:19:10
Madrid,Singapore,11375.0km,138.94,41.06%,277.82ms,278.11ms,0.06ms,2022-01-07 02:42:14
Madrid,Jakarta,12177.0km,91.885,66.54%,183.33ms,186.58ms,0.85ms,2022-01-07 02:20:57
Madrid,Sydney,17688.0km,122.56,72.20%,245.05ms,245.53ms,0.22ms,2022-01-07 02:43:38
Madrid,San-Jose,9330.0km,75.32,62.20%,150.52ms,151.55ms,0.53ms,2022-01-07 02:39:36
Madrid,Los-Angeles,9367.0km,72.275,65.05%,144.37ms,144.64ms,0.51ms,2022-01-07 02:26:02
Madrid,Seattle,8514.0km,73.455,58.32%,146.87ms,146.97ms,0.17ms,2022-01-07 02:41:01
Madrid,Chicago,6732.0km,47.25,71.62%,94.41ms,94.61ms,0.34ms,2022-01-07 02:09:13
Dusseldorf,Washington-DC,6376.0km,44.185,72.45%,87.48ms,90.98ms,0.83ms,2022-01-07 01:48:19
Dusseldorf,Miami,7604.0km,59.45,64.44%,118.36ms,120.19ms,0.52ms,2022-01-07 02:28:52
Dusseldorf,Atlanta,7230.0km,52.47,69.52%,104.40ms,105.89ms,0.39ms,2022-01-07 02:00:56
Dusseldorf,New-York-City,6007.0km,40.355,75.09%,80.27ms,84.37ms,0.82ms,2022-01-07 02:31:41
Dusseldorf,Geneva,562.0km,10.71,26.76%,20.22ms,48.13ms,4.97ms,2022-01-07 02:15:42
Dusseldorf,Frankfurt,182.0km,6.925,14.00%,13.60ms,16.00ms,0.46ms,2022-01-07 02:14:53
Dusseldorf,Paris,411.0km,7.015,29.36%,13.01ms,29.96ms,3.01ms,2022-01-07 02:33:55
Dusseldorf,Madrid,1449.0km,14.92,49.97%,29.43ms,30.55ms,0.41ms,2022-01-07 02:26:50
Dusseldorf,Amsterdam,186.0km,2.875,37.20%,5.34ms,6.40ms,0.36ms,2022-01-07 02:00:22
Dusseldorf,Cairo,3101.0km,29.14,53.47%,57.29ms,61.70ms,0.97ms,2022-01-07 02:06:59
Dusseldorf,Ar-Riyad,6024.0km,72.9599,39.57%,127.32ms,129.94ms,0.48ms,2022-01-07 02:13:17
Dusseldorf,Chennai,7733.0km,67.67,57.28%,134.87ms,136.02ms,0.54ms,2022-01-07 02:08:49
Dusseldorf,Colombo,8256.0km,82.215,52.84%,143.16ms,144.30ms,0.37ms,2022-01-07 02:01:56
Dusseldorf,Bangkok,9076.0km,94.395,48.28%,188.02ms,192.93ms,1.22ms,2022-01-07 02:02:09
Dusseldorf,Ho-Chi-Minh,9747.0km,106.325,45.98%,210.25ms,272.49ms,11.11ms,2022-01-07 02:18:32
Dusseldorf,Brunei,13375.0km,113.18,58.95%,176.03ms,178.66ms,0.56ms,2022-01-07 02:42:14
Dusseldorf,Lagos,4982.0km,59.36,42.22%,118.31ms,120.64ms,0.72ms,2022-01-07 02:23:36
Dusseldorf,Johannesburg,8861.0km,87.145,50.93%,173.79ms,176.63ms,0.71ms,2022-01-07 02:21:36
Dusseldorf,Cape-Town,9545.0km,77.055,61.98%,153.46ms,155.88ms,0.59ms,2022-01-07 02:07:36
Dusseldorf,Seoul,8559.0km,129.33,33.17%,258.17ms,259.80ms,0.70ms,2022-01-07 02:41:24
Dusseldorf,Dubai,5026.0km,63.97,39.57%,127.32ms,129.94ms,0.48ms,2022-01-07 02:13:17
Dusseldorf,Beijing,7845.0km,124.78,33.12%,223.40ms,238.63ms,6.06ms,2022-01-07 01:49:21
Dusseldorf,Shanghai,8857.0km,138.075,32.09%,275.90ms,277.05ms,0.76ms,2022-01-07 02:41:37
Dusseldorf,London,479.0km,5.605,43.55%,10.70ms,12.35ms,0.45ms,2022-01-07 02:25:48
Dusseldorf,Wellington,18583.0km,144.025,64.52%,287.27ms,289.99ms,0.88ms,2022-01-07 01:48:30
Dusseldorf,Mountain-View,8999.0km,81.325,59.83%,150.10ms,151.36ms,0.60ms,2022-01-07 02:39:36
Dusseldorf,Mumbai,6713.0km,100.105,33.56%,199.85ms,201.84ms,0.73ms,2022-01-07 02:30:28
Dusseldorf,Rangoon,9996.0km,101.99499999999999,48.28%,188.02ms,192.93ms,1.22ms,2022-01-07 02:02:09
Dusseldorf,Hong-Kong,9225.0km,103.415,44.78%,205.47ms,232.80ms,4.87ms,2022-01-07 02:18:43
Dusseldorf,Tokyo,9320.0km,120.71,38.67%,240.77ms,251.61ms,1.95ms,2022-01-07 02:45:40
Dusseldorf,Osaka,9232.0km,128.285,36.06%,256.14ms,258.08ms,0.82ms,2022-01-07 02:32:55
Dusseldorf,Warsaw,984.0km,11.18,44.73%,21.95ms,23.17ms,0.31ms,2022-01-07 01:48:06
Dusseldorf,Macau,9313.0km,113.855,44.78%,205.47ms,232.80ms,4.87ms,2022-01-07 02:18:43
Dusseldorf,Hanoi,8802.0km,104.825,42.11%,209.10ms,214.33ms,1.05ms,2022-01-07 02:17:55
Dusseldorf,Manila,10341.0km,160.0,32.42%,318.81ms,342.98ms,4.31ms,2022-01-07 02:27:51
Dusseldorf,Tapei,9420.0km,111.64,42.24%,223.00ms,224.06ms,0.50ms,2022-01-07 02:44:02
Dusseldorf,Dallas,8078.0km,62.735,64.62%,123.40ms,157.14ms,6.56ms,2022-01-07 02:11:39
Dusseldorf,Houston,8250.0km,58.205,71.12%,116.07ms,117.23ms,0.44ms,2022-01-07 02:19:09
Dusseldorf,Kuala-Lumpur,10252.0km,100.77499999999999,56.31%,175.26ms,229.60ms,11.28ms,2022-01-07 02:27:15
Dusseldorf,Singapore,10375.0km,88.18,58.95%,176.03ms,178.66ms,0.56ms,2022-01-07 02:42:14
Dusseldorf,Jakarta,11235.0km,90.195,62.42%,179.76ms,186.81ms,1.35ms,2022-01-07 02:20:57
Dusseldorf,Sydney,16575.0km,128.715,64.49%,257.17ms,258.18ms,0.43ms,2022-01-07 02:43:38
Dusseldorf,San-Jose,8975.0km,75.205,59.83%,150.10ms,151.36ms,0.60ms,2022-01-07 02:39:36
Dusseldorf,Los-Angeles,9122.0km,78.515,58.10%,156.69ms,157.88ms,0.49ms,2022-01-07 02:26:02
Dusseldorf,Seattle,8004.0km,77.745,51.64%,155.23ms,156.29ms,0.55ms,2022-01-07 02:41:00
Dusseldorf,Chicago,6789.0km,53.045,64.05%,105.78ms,106.92ms,0.46ms,2022-01-07 02:09:13
Amsterdam,Washington-DC,6198.0km,44.05,70.43%,87.31ms,88.26ms,0.35ms,2022-01-07 01:48:18
Amsterdam,Miami,7437.0km,55.92,67.00%,111.52ms,111.99ms,0.22ms,2022-01-07 02:28:52
Amsterdam,Atlanta,7052.0km,47.625,74.23%,94.97ms,95.42ms,0.28ms,2022-01-07 02:00:56
Amsterdam,New-York-City,5830.0km,38.865,75.71%,77.44ms,78.91ms,0.38ms,2022-01-07 02:31:40
Amsterdam,Geneva,686.0km,9.68,36.11%,16.65ms,86.03ms,12.38ms,2022-01-07 02:15:41
Amsterdam,Frankfurt,368.0km,6.91,28.31%,13.58ms,13.95ms,0.18ms,2022-01-07 02:14:53
Amsterdam,Paris,415.0km,5.5,37.73%,10.29ms,14.72ms,1.10ms,2022-01-07 02:33:54
Amsterdam,Madrid,1469.0km,14.39,52.46%,28.51ms,28.89ms,0.20ms,2022-01-07 02:26:50
Amsterdam,Dusseldorf,186.0km,2.91,37.20%,5.48ms,6.56ms,0.29ms,2022-01-07 02:13:41
Amsterdam,Cairo,3287.0km,30.085,54.78%,59.66ms,62.45ms,0.68ms,2022-01-07 02:06:59
Amsterdam,Ar-Riyad,6195.0km,65.1499,46.40%,111.95ms,118.11ms,1.18ms,2022-01-07 02:13:17
Amsterdam,Chennai,7884.0km,82.735,47.78%,165.25ms,165.56ms,0.43ms,2022-01-07 02:08:49
Amsterdam,Colombo,8412.0km,83.06,53.19%,144.84ms,145.31ms,0.15ms,2022-01-07 02:01:56
Amsterdam,Bangkok,9191.0km,87.235,52.82%,173.96ms,176.54ms,0.45ms,2022-01-07 02:02:09
Amsterdam,Ho-Chi-Minh,9854.0km,135.975,36.36%,271.65ms,272.23ms,0.55ms,2022-01-07 02:18:32
Amsterdam,Brunei,13503.0km,108.67,62.89%,167.16ms,167.64ms,0.56ms,2022-01-07 02:42:14
Amsterdam,Lagos,5092.0km,101.38,25.21%,202.10ms,210.20ms,1.52ms,2022-01-07 02:23:36
Amsterdam,Johannesburg,9022.0km,86.42,52.45%,172.46ms,173.71ms,0.62ms,2022-01-07 02:21:35
Amsterdam,Cape-Town,9688.0km,75.835,64.16%,151.31ms,153.80ms,0.52ms,2022-01-07 02:07:36
Amsterdam,Seoul,8573.0km,134.395,31.99%,268.60ms,269.05ms,0.39ms,2022-01-07 02:41:24
Amsterdam,Dubai,5197.0km,56.16,46.40%,111.95ms,118.11ms,1.18ms,2022-01-07 02:13:17
Amsterdam,Beijing,7879.0km,102.84,41.10%,178.68ms,193.24ms,5.92ms,2022-01-07 01:49:19
Amsterdam,Shanghai,8895.0km,102.065,43.60%,203.85ms,204.33ms,0.37ms,2022-01-07 02:41:37
Amsterdam,London,341.0km,3.67,48.71%,6.42ms,21.58ms,2.65ms,2022-01-07 02:25:48
Amsterdam,Wellington,18584.0km,150.94,61.74%,300.98ms,303.16ms,0.58ms,2022-01-07 01:48:30
Amsterdam,Mountain-View,8816.0km,80.015,59.81%,147.37ms,151.35ms,0.78ms,2022-01-07 02:39:36
Amsterdam,Mumbai,6867.0km,69.76,49.40%,139.21ms,140.56ms,0.41ms,2022-01-07 02:30:28
Amsterdam,Rangoon,10111.0km,94.835,52.82%,173.96ms,176.54ms,0.45ms,2022-01-07 02:02:09
Amsterdam,Hong-Kong,9297.0km,106.545,43.65%,212.77ms,214.98ms,0.48ms,2022-01-07 02:18:43
Amsterdam,Tokyo,9308.0km,111.99,41.74%,223.79ms,224.12ms,0.31ms,2022-01-07 02:45:40
Amsterdam,Osaka,9232.0km,120.35,38.47%,240.35ms,241.13ms,0.57ms,2022-01-07 02:32:55
Amsterdam,Warsaw,1107.0km,13.87,41.00%,27.31ms,27.95ms,0.28ms,2022-01-07 02:48:05
Amsterdam,Macau,9385.0km,116.985,43.65%,212.77ms,214.98ms,0.48ms,2022-01-07 02:18:43
Amsterdam,Hanoi,8894.0km,109.525,40.61%,218.48ms,222.56ms,0.83ms,2022-01-07 02:17:55
Amsterdam,Manila,10410.0km,105.955,49.34%,209.97ms,262.48ms,9.40ms,2022-01-07 02:27:51
Amsterdam,Tapei,9469.0km,111.415,42.65%,220.88ms,229.37ms,2.32ms,2022-01-07 02:44:02
Amsterdam,Dallas,7894.0km,57.805,68.64%,114.23ms,147.80ms,5.98ms,2022-01-07 02:11:39
Amsterdam,Houston,8068.0km,57.085,70.77%,113.78ms,115.80ms,0.41ms,2022-01-07 02:19:09
Amsterdam,Kuala-Lumpur,10380.0km,136.345,40.83%,249.96ms,259.70ms,2.29ms,2022-01-07 02:27:13
Amsterdam,Singapore,10503.0km,83.67,62.89%,167.16ms,167.64ms,0.56ms,2022-01-07 02:42:14
Amsterdam,Jakarta,11368.0km,128.505,44.23%,256.49ms,260.71ms,0.92ms,2022-01-07 02:20:57
Amsterdam,Sydney,16663.0km,123.685,67.46%,247.05ms,247.76ms,0.56ms,2022-01-07 02:43:38
Amsterdam,San-Jose,8792.0km,73.895,59.81%,147.37ms,151.35ms,0.78ms,2022-01-07 02:39:36
Amsterdam,Los-Angeles,8937.0km,70.83,63.38%,141.31ms,141.81ms,0.49ms,2022-01-07 02:26:01
Amsterdam,Seattle,7826.0km,76.15,51.49%,152.00ms,152.41ms,0.17ms,2022-01-07 02:41:00
Amsterdam,Chicago,6605.0km,48.09,68.80%,96.02ms,96.42ms,0.35ms,2022-01-07 02:09:13
Cairo,Washington-DC,9370.0km,64.3,73.20%,127.53ms,133.51ms,1.29ms,2022-01-07 01:48:21
Cairo,Miami,10437.0km,73.745,71.00%,146.47ms,150.03ms,0.83ms,2022-01-07 02:28:52
Cairo,Atlanta,10219.0km,69.68,73.52%,138.13ms,143.98ms,1.49ms,2022-01-07 02:00:58
Cairo,New-York-City,8996.0km,63.79,70.83%,126.75ms,128.82ms,0.64ms,2022-01-07 02:31:43
Cairo,Geneva,2817.0km,30.43,46.95%,59.77ms,65.36ms,1.31ms,2022-01-07 02:15:41
Cairo,Frankfurt,2918.0km,26.3,56.12%,52.07ms,54.06ms,0.51ms,2022-01-07 02:14:53
Cairo,Madrid,3348.0km,29.595,56.75%,58.63ms,59.93ms,0.37ms,2022-01-07 02:26:50
Cairo,Dusseldorf,3101.0km,28.955,54.40%,57.22ms,59.40ms,0.53ms,2022-01-07 02:13:41
Cairo,Amsterdam,3287.0km,30.2,54.78%,59.48ms,63.65ms,0.91ms,2022-01-07 02:00:22
Cairo,Ar-Riyad,3438.0km,96.15490000000001,14.02%,173.47ms,178.02ms,1.09ms,2022-01-07 02:13:17
Cairo,Chennai,5366.0km,151.305,17.77%,302.07ms,303.10ms,0.80ms,2022-01-07 02:08:51
Cairo,Colombo,5818.0km,95.915,30.11%,170.12ms,173.35ms,0.73ms,2022-01-07 02:01:59
Cairo,Bangkok,7270.0km,110.625,32.90%,220.23ms,224.69ms,0.90ms,2022-01-07 02:02:12
Cairo,Ho-Chi-Minh,8013.0km,104.045,38.52%,205.22ms,263.11ms,10.27ms,2022-01-07 02:18:32
Cairo,Brunei,11256.0km,139.985,36.05%,229.04ms,235.87ms,1.46ms,2022-01-07 02:42:16
Cairo,Lagos,3913.0km,77.07,25.41%,153.44ms,155.41ms,0.44ms,2022-01-07 02:23:36
Cairo,Johannesburg,6266.0km,99.085,31.65%,197.05ms,202.26ms,1.33ms,2022-01-07 02:21:35
Cairo,Cape-Town,7248.0km,98.3,36.98%,195.74ms,198.32ms,0.84ms,2022-01-07 02:07:36
Cairo,Seoul,8488.0km,146.22,29.07%,290.63ms,298.16ms,1.79ms,2022-01-07 02:41:26
Cairo,Dubai,2440.0km,87.165,14.02%,173.47ms,178.02ms,1.09ms,2022-01-07 02:13:17
Cairo,Beijing,7585.0km,151.315,26.02%,277.70ms,293.56ms,5.14ms,2022-01-07 01:49:21
Cairo,Shanghai,8361.0km,149.565,27.96%,297.91ms,308.24ms,2.08ms,2022-01-07 02:41:37
Cairo,London,3509.0km,27.02,64.98%,53.31ms,57.63ms,0.83ms,2022-01-07 02:25:50
